17/12/2021                         	           	           	               	           	        	           	 	                        	  	        	                                      	                            	                                     	              	                        	              
ITX FX 2032 (New)                  	           	           	               	           	        	           	 	                        	  	        	                                      	                            	                                     	              	                        	              
TB                                 	Schedule   	Real       	Type           	Duration   	Comments	Offset     	^	SOD\EOD Overrun\Underrun	PR	Comments	Product                               	Version                     	Total Avail Used                     	Media Item    	Video Source            	Event Control 
                                   	           	20:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	20:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	20:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	20:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    FAMILIAANDATTI      	0 	        	PROMOTORA DE MEDIOS                   	FAMILIAANDATTI              	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015189248	iTX                     	Manual Trigger
                                   	           	20:58:20.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    NUTMONSEAGO21DEPTO2 	0 	        	MARCAS DE RENOMBRE                    	NUTMONSEAGO21DEPTO2         	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188410	iTX                     	Auto Play     
                                   	           	20:58:40.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    COMPARTE MAJA 10S   	0 	        	PHD MEXICO                            	COMPARTE MAJA 10S           	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187055	iTX                     	Auto Play     
                                   	           	20:58:50.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Auto Play     
                                   	           	20:59:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    TARJETASDEREGALOP13 	0 	        	PROMOTORA DE MEDIOS                   	TARJETASDEREGALOP13         	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189849	iTX                     	Auto Play     
                                   	           	20:59:30.00	Promotion      	00:00:30.00	        	00:00:00.00	 	    Baja 2 - 76949201   	0 	        	SKY MKT - RegServ En Lines            	Baja 2 - 76949201           	Used: 00:00:00.00    Rem: 00:00:30.00	SKSP-076949201	iTX                     	Auto Play     
                                   	21:00:00.00	21:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	21:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	21:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	21:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	21:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	21:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LIFT                	0 	        	CABLEM                                	LIFT                        	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015190294	iTX                     	Manual Trigger
                                   	           	21:58:20.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Auto Play     
                                   	           	21:58:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    BRILLA CON MAJA 10S 	0 	        	PHD MEXICO                            	BRILLA CON MAJA 10S         	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187054	iTX                     	Auto Play     
                                   	           	21:59:00.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DWA VENTO           	0 	        	CABLEM                                	DWA VENTO                   	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015190026	iTX                     	Auto Play     
                                   	           	21:59:10.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DMPMFINAÑO10S       	0 	        	MEDIA PLANNING                        	DMPMFINAÑO10S               	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189803	iTX                     	Auto Play     
                                   	           	21:59:20.00	Promotion      	00:00:10.00	        	00:00:00.00	 	    76601605            	0 	        	ID 10" GEN SKY 19 NL V2 Filler        	76601605                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSP-076601605	iTX                     	Auto Play     
                                   	           	21:59:30.00	Promotion      	00:00:30.00	        	00:00:00.00	 	    Alta 6 - 77340601   	0 	        	SKY MKT - Lealtad Sky Sports NV jun 21	Alta 6 - 77340601           	Used: 00:00:00.00    Rem: 00:00:30.00	SKSP-077340601	iTX                     	Auto Play     
                                   	22:00:00.00	22:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	22:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	22:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	22:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	22:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	22:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LIFT                	0 	        	CABLEM                                	LIFT                        	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015190294	iTX                     	Manual Trigger
                                   	           	22:58:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    SBAPARTJUGUETS      	0 	        	SBAPARTJUGUETS                        	SBAPARTJUGUETS              	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015186902	iTX                     	Auto Play     
                                   	           	22:58:30.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    URNTWCMX3H          	0 	        	ACTIVE INTERNATIONAL                  	URNTWCMX3H                  	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188567	iTX                     	Auto Play     
                                   	           	22:59:00.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DWA VENTO           	0 	        	CABLEM                                	DWA VENTO                   	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015190026	iTX                     	Auto Play     
                                   	           	22:59:10.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DMPMFINAÑO10S       	0 	        	MEDIA PLANNING                        	DMPMFINAÑO10S               	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189803	iTX                     	Auto Play     
                                   	           	22:59:20.00	Promotion      	00:00:10.00	        	00:00:00.00	 	    76601605            	0 	        	ID 10" GEN SKY 19 NL V2 Filler        	76601605                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSP-076601605	iTX                     	Auto Play     
                                   	           	22:59:30.00	Promotion      	00:00:30.00	        	00:00:00.00	 	    Baja 2 - 76648901   	0 	        	SKY MKT - App SKY NL C                	Baja 2 - 76648901           	Used: 00:00:00.00    Rem: 00:00:30.00	SKSP-076648901	iTX                     	Auto Play     
                                   	23:00:00.00	23:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	23:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	23:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	23:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	23:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	23:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    NAVIDAD MD          	0 	        	PROMOTORA DE MEDIOS                   	NAVIDAD MD                  	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188837	iTX                     	Manual Trigger
                                   	           	23:58:20.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LIFT                	0 	        	CABLEM                                	LIFT                        	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015190294	iTX                     	Auto Play     
                                   	           	23:58:40.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    AWDORMITRONCO10S    	0 	        	DEPDOR                                	AWDORMITRONCO10S            	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015180564	iTX                     	Auto Play     
                                   	           	23:58:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    SBAPARTJUGUETS      	0 	        	SBAPARTJUGUETS                        	SBAPARTJUGUETS              	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015186902	iTX                     	Auto Play     
                                   	           	23:59:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CORRESPONSALIASP13  	0 	        	PROMOTORA DE MEDIOS                   	CORRESPONSALIASP13          	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015189470	iTX                     	Auto Play     
                                   	           	23:59:20.00	Promotion      	00:00:10.00	        	00:00:00.00	 	    76601605            	0 	        	ID 10" GEN SKY 19 NL V2 Filler        	76601605                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSP-076601605	iTX                     	Auto Play     
                                   	           	23:59:30.00	Promotion      	00:00:30.00	        	00:00:00.00	 	    Baja 2 - 76648901   	0 	        	SKY MKT - App SKY NL C                	Baja 2 - 76648901           	Used: 00:00:00.00    Rem: 00:00:30.00	SKSP-076648901	iTX                     	Auto Play     
                                   	00:00:00.00	00:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	00:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	00:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	00:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	00:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	00:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    PC CASINO SKY OK    	0 	        	TVSTAR                                	PC CASINO SKY OK            	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015183372	iTX                     	Manual Trigger
                                   	           	00:58:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    SUBUR12MSIJUGUETRO  	0 	        	HAVAS MEDIA                           	SUBUR12MSIJUGUETRO          	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187013	iTX                     	Auto Play     
                                   	           	00:58:30.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    AWDORMITRONCO10S    	0 	        	DEPDOR                                	AWDORMITRONCO10S            	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015180564	iTX                     	Auto Play     
                                   	           	00:58:40.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    SE TU SE MAJA 10S   	0 	        	PHD MEXICO                            	SE TU SE MAJA 10S           	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187056	iTX                     	Auto Play     
                                   	           	00:58:50.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    JEEPWRNGWINTERDIC20 	0 	        	STARCOM                               	JEEPWRNGWINTERDIC20         	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188497	iTX                     	Auto Play     
                                   	           	00:59:10.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LUUNA20S            	0 	        	LUUNA                                 	LUUNA20S                    	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015181822	iTX                     	Auto Play     
                                   	           	00:59:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CMX NVO FDA 20S     	0 	        	PROMOTORA DE MEDIOS                   	CMX NVO FDA 20S             	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187126	iTX                     	Auto Play     
                                   	           	00:59:50.00	Promotion      	00:00:10.00	        	00:00:00.00	 	    76601605            	0 	        	ID 10" GEN SKY 19 NL V2 Filler        	76601605                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSP-076601605	iTX                     	Auto Play     
                                   	01:00:00.00	01:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	01:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	01:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	01:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	01:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	01:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    FAMILIAANDATTI      	0 	        	PROMOTORA DE MEDIOS                   	FAMILIAANDATTI              	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015189248	iTX                     	Manual Trigger
                                   	           	01:58:20.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CAVALIER OCT CON    	0 	        	CAVALIER                              	CAVALIER OCT CON            	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015182929	iTX                     	Auto Play     
                                   	           	01:58:40.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    SUBUR12MSIJUGUETRO  	0 	        	HAVAS MEDIA                           	SUBUR12MSIJUGUETRO          	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187013	iTX                     	Auto Play     
                                   	           	01:58:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    COMPARTE MAJA 10S   	0 	        	PHD MEXICO                            	COMPARTE MAJA 10S           	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187055	iTX                     	Auto Play     
                                   	           	01:59:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    JEEPWRNGWINTERDIC20 	0 	        	STARCOM                               	JEEPWRNGWINTERDIC20         	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188497	iTX                     	Auto Play     
                                   	           	01:59:20.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Auto Play     
                                   	           	01:59:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    TARJETASDEREGALOP13 	0 	        	PROMOTORA DE MEDIOS                   	TARJETASDEREGALOP13         	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189849	iTX                     	Auto Play     
                                   	02:00:00.00	02:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	02:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	02:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	02:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	02:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	02:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    PC CASINO SKY OK    	0 	        	TVSTAR                                	PC CASINO SKY OK            	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015183372	iTX                     	Manual Trigger
                                   	           	02:58:20.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Auto Play     
                                   	           	02:58:50.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    MAMA SABE D         	0 	        	UNO Y MEDIO                           	MAMA SABE D                 	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187722	iTX                     	Auto Play     
                                   	           	02:59:10.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    NUTMONSEAGO21TIEND  	0 	        	MARENO                                	NUTMONSEAGO21TIEND          	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015177864	iTX                     	Auto Play     
                                   	           	02:59:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LCPNFLBBQSTIX20S    	0 	        	CARAT                                 	LCPNFLBBQSTIX20S            	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188573	iTX                     	Auto Play     
                                   	           	02:59:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DMPMFINAÑO10S       	0 	        	MEDIA PLANNING                        	DMPMFINAÑO10S               	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189803	iTX                     	Auto Play     
                                   	03:00:00.00	03:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	03:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	03:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	03:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	03:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	03:58:00.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    LALAUHT30SEG        	0 	        	ARENA COMMUNICATIONS                  	LALAUHT30SEG                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015185402	iTX                     	Manual Trigger
                                   	           	03:58:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    MAMA SABE D         	0 	        	UNO Y MEDIO                           	MAMA SABE D                 	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187722	iTX                     	Auto Play     
                                   	           	03:58:50.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CANDIPCARASIMIOC21  	0 	        	MARCAS DE RENOMBRE                    	CANDIPCARASIMIOC21          	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015184545	iTX                     	Auto Play     
                                   	           	03:59:10.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    FERRARI 20S VF      	0 	        	CABLEM                                	FERRARI 20S VF              	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188882	iTX                     	Auto Play     
                                   	           	03:59:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    SHELL POWER 20SVF   	0 	        	CABLEM                                	SHELL POWER 20SVF           	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015180451	iTX                     	Auto Play     
                                   	           	03:59:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    TARJETASDEREGALOP13 	0 	        	PROMOTORA DE MEDIOS                   	TARJETASDEREGALOP13         	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015189849	iTX                     	Auto Play     
                                   	04:00:00.00	04:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	04:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	04:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	04:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	04:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	04:58:00.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Manual Trigger
                                   	           	04:58:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CMX NVO FDA 20S     	0 	        	PROMOTORA DE MEDIOS                   	CMX NVO FDA 20S             	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187126	iTX                     	Auto Play     
                                   	           	04:58:50.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    NAVIDAD MN          	0 	        	PROMOTORA DE MEDIOS                   	NAVIDAD MN                  	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188838	iTX                     	Auto Play     
                                   	           	04:59:10.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    TDC NUEVA 30        	0 	        	MEDIA PLANNING                        	TDC NUEVA 30                	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188984	iTX                     	Auto Play     
                                   	           	04:59:40.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    LIFT                	0 	        	CABLEM                                	LIFT                        	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015190294	iTX                     	Auto Play     
                                   	05:00:00.00	05:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	05:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	05:00:00.00	Programme Part 	00:58:00.00	        	00:00:00.00	 	                        	0 	        	05:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:58:00.00	              	RX_1101                 	Auto Play     
                                   	           	05:58:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	05:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CMX NVO FDA 20S     	0 	        	PROMOTORA DE MEDIOS                   	CMX NVO FDA 20S             	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187126	iTX                     	Manual Trigger
                                   	           	05:58:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DESLAC10S           	0 	        	ARENA COMMUNICATIONS                  	DESLAC10S                   	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015188100	iTX                     	Auto Play     
                                   	           	05:58:30.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DESLAC10S           	0 	        	ARENA COMMUNICATIONS                  	DESLAC10S                   	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015188100	iTX                     	Auto Play     
                                   	           	05:58:40.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    CONCHA NACAR 10 2020	0 	        	GRISI HNOS S.A. DE C.V.               	CONCHA NACAR 10 2020        	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015147072	iTX                     	Auto Play     
                                   	           	05:58:50.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    URNTWCMX3H          	0 	        	ACTIVE INTERNATIONAL                  	URNTWCMX3H                  	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015188567	iTX                     	Auto Play     
                                   	           	05:59:20.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    KONFIO 30B          	0 	        	CARAT                                 	KONFIO 30B                  	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015190259	iTX                     	Auto Play     
                                   	           	05:59:50.00	Promotion      	00:00:10.00	        	00:00:00.00	 	    76601605            	0 	        	ID 10" GEN SKY 19 NL V2 Filler        	76601605                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSP-076601605	iTX                     	Auto Play     
                                   	06:00:00.00	06:00:00.00	TX Slot Header 	00:00:00.00	        	00:00:00.00	 	                        	0 	        	06:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	                        	Auto Play     
                                   	           	06:00:00.00	Programme Part 	00:57:00.00	        	00:00:00.00	 	                        	0 	        	06:00 Hour                            	                            	Used: 00:00:00.00    Rem: 00:57:00.00	              	RX_1101                 	Auto Play     
                                   	           	06:57:00.00	Promotion Break	00:02:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:02:00.00    Rem: 00:00:00.00	              	                        	Manual Trigger
                                   	           	06:57:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    CMX NVO FDA 20S     	0 	        	PROMOTORA DE MEDIOS                   	CMX NVO FDA 20S             	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015187126	iTX                     	Manual Trigger
                                   	           	06:57:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    AWDORMITRONCO10S    	0 	        	DEPDOR                                	AWDORMITRONCO10S            	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015180564	iTX                     	Auto Play     
                                   	           	06:57:30.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    JTD ENERGIARENOBABLE	0 	        	CABLEM                                	JTD ENERGIARENOBABLE        	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015189025	iTX                     	Auto Play     
                                   	           	06:57:50.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    BRILLA CON MAJA 10S 	0 	        	PHD MEXICO                            	BRILLA CON MAJA 10S         	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015187054	iTX                     	Auto Play     
                                   	           	06:58:00.00	Commercial Spot	00:00:20.00	        	00:00:00.00	 	    JEEPWRNGWINTERDIC20 	0 	        	STARCOM                               	JEEPWRNGWINTERDIC20         	Used: 00:00:00.00    Rem: 00:00:20.00	SKSA-015188497	iTX                     	Auto Play     
                                   	           	06:58:20.00	Commercial Spot	00:00:10.00	        	00:00:00.00	 	    DWA POLO            	0 	        	CABLEM                                	DWA POLO                    	Used: 00:00:00.00    Rem: 00:00:10.00	SKSA-015190027	iTX                     	Auto Play     
                                   	           	06:58:30.00	Commercial Spot	00:00:30.00	        	00:00:00.00	 	    KONFIO 30B          	0 	        	CARAT                                 	KONFIO 30B                  	Used: 00:00:00.00    Rem: 00:00:30.00	SKSA-015190259	iTX                     	Auto Play     
                                   	           	06:59:00.00	Live Event     	00:01:00.00	        	00:00:00.00	 	                        	0 	        	                                      	                            	Used: 00:00:00.00    Rem: 00:01:00.00	              	RX_1101                 	Auto Play     
>>                                 	           	07:00:00.00	End of Day     	00:00:00.00	        	00:00:00.00	 	                        	0 	        	.                                     	                            	Used: 00:00:00.00    Rem: 00:00:00.00	              	Next Day by: 00:00:00.00	              
 Printed On 10/27/2018 11:18:06 PM 	           	           	               	           	        	           	 	                        	  	        	                                      	                            	                                     	              	                        	Page# <page#> 
 By Jorge Armas                    	           	           	               	           	        	           	 	                        	  	        	                                      	                            	                                     	              	                        	              
